,sz_prob,pred,label
9.99609375,0.6266126036643982,0.0,1.0
11.99609375,0.5077002048492432,0.0,1.0
13.99609375,0.3413383066654205,0.0,1.0
15.99609375,0.1603962779045105,0.0,1.0
17.99609375,0.1666890680789947,0.0,1.0
19.99609375,0.1406766474246978,0.0,1.0
21.99609375,0.2754327654838562,0.0,1.0
23.99609375,0.3981377780437469,0.0,1.0
25.99609375,0.4101110994815826,0.0,1.0
27.99609375,0.3732936680316925,0.0,1.0
29.99609375,0.3154770135879516,0.0,1.0
31.99609375,0.4053535461425781,0.0,1.0
33.99609375,0.3796839118003845,0.0,1.0
35.99609375,0.520117998123169,0.0,1.0
37.99609375,0.6452628374099731,0.0,1.0
39.99609375,0.5612192749977112,0.0,1.0
41.99609375,0.5878138542175293,0.0,1.0
43.99609375,0.4934264123439789,0.0,1.0
45.99609375,0.4498635828495025,0.0,1.0
47.99609375,0.376138836145401,0.0,1.0
49.99609375,0.3629443347454071,0.0,1.0
51.99609375,0.4255509972572326,0.0,1.0
53.99609375,0.4304239749908447,0.0,1.0
55.99609375,0.4274648427963257,0.0,1.0
57.99609375,0.3778033256530761,0.0,1.0
59.99609375,0.3844079673290252,0.0,1.0
61.99609375,0.3016061186790466,0.0,1.0
63.99609375,0.3423365354537964,1.0,1.0
65.99609375,0.380387008190155,1.0,1.0
67.99609375,0.3487676680088043,1.0,1.0
69.99609375,0.466003954410553,1.0,1.0
71.99609375,0.4734418392181396,1.0,1.0
73.99609375,0.3642040193080902,1.0,1.0
75.99609375,0.386634886264801,1.0,1.0
77.99609375,0.332672119140625,1.0,1.0
79.99609375,0.3751481473445892,1.0,1.0
81.99609375,0.2884869873523712,1.0,1.0
83.99609375,0.3112547993659973,1.0,1.0
85.99609375,0.1964563131332397,1.0,1.0
87.99609375,0.2796046435832977,1.0,1.0
89.99609375,0.258466899394989,1.0,1.0
91.99609375,0.2343912720680236,1.0,1.0
93.99609375,0.2161506563425064,1.0,1.0
95.99609375,0.2785014510154724,1.0,1.0
97.99609375,0.2234000414609909,1.0,1.0
99.99609375,0.2746259570121765,1.0,1.0
101.99609375,0.2002248167991638,1.0,1.0
103.99609375,0.153737798333168,0.0,1.0
105.99609375,0.2040198296308517,0.0,1.0
107.99609375,0.2130119800567627,0.0,1.0
109.99609375,0.1609413623809814,0.0,1.0
111.99609375,0.1817059218883514,0.0,1.0
113.99609375,0.1141879260540008,0.0,1.0
115.99609375,0.1398611515760421,0.0,1.0
117.99609375,0.1182441785931587,0.0,1.0
119.99609375,0.0777033269405365,0.0,1.0
121.99609375,0.0784513279795646,0.0,1.0
123.99609375,0.0550110265612602,0.0,1.0
125.99609375,0.0796172246336937,0.0,1.0
127.99609375,0.1197999715805053,0.0,1.0
129.99609375,0.1535034626722335,0.0,0.0
131.99609375,0.2445965111255645,0.0,0.0
133.99609375,0.1748367547988891,0.0,0.0
135.99609375,0.2168619781732559,0.0,0.0
137.99609375,0.1894478946924209,0.0,0.0
139.99609375,0.1425125449895858,0.0,0.0
141.99609375,0.1122533231973648,0.0,0.0
143.99609375,0.1490199863910675,0.0,0.0
145.99609375,0.1468588709831237,0.0,0.0
147.99609375,0.1463666260242462,0.0,0.0
149.99609375,0.1902239918708801,0.0,0.0
151.99609375,0.1813784837722778,0.0,0.0
153.99609375,0.199762225151062,0.0,0.0
155.99609375,0.2576784491539001,0.0,0.0
157.99609375,0.1665840744972229,0.0,0.0
159.99609375,0.24122054874897,0.0,0.0
161.99609375,0.1544644385576248,0.0,0.0
163.99609375,0.1396627277135849,0.0,0.0
165.99609375,0.1268722265958786,0.0,0.0
167.99609375,0.12262874096632,0.0,0.0
169.99609375,0.1275022178888321,0.0,0.0
171.99609375,0.1487623453140258,0.0,0.0
173.99609375,0.1164303496479988,0.0,0.0
175.99609375,0.111328899860382,0.0,0.0
177.99609375,0.1104187443852424,0.0,0.0
179.99609375,0.2354555875062942,0.0,0.0
181.99609375,0.2316776812076568,0.0,0.0
183.99609375,0.2871291637420654,0.0,0.0
185.99609375,0.3355553746223449,0.0,0.0
187.99609375,0.2400690466165542,0.0,0.0
189.99609375,0.278399795293808,0.0,0.0
191.99609375,0.2813345491886139,0.0,0.0
193.99609375,0.2212121337652206,0.0,0.0
195.99609375,0.2664527297019958,0.0,0.0
197.99609375,0.3033916056156158,0.0,0.0
199.99609375,0.3581301569938659,0.0,0.0
201.99609375,0.3268371522426605,0.0,0.0
203.99609375,0.2427763193845749,0.0,0.0
205.99609375,0.1899555027484893,0.0,0.0
207.99609375,0.2266439646482467,0.0,0.0
209.99609375,0.3409164547920227,0.0,0.0
211.99609375,0.4603408873081207,0.0,0.0
213.99609375,0.4783747792243957,0.0,0.0
215.99609375,0.4712637066841125,0.0,0.0
217.99609375,0.3463807702064514,0.0,0.0
219.99609375,0.2147736847400665,0.0,0.0
221.99609375,0.1341822296380996,0.0,0.0
223.99609375,0.195093348622322,0.0,0.0
225.99609375,0.1543611884117126,0.0,0.0
227.99609375,0.1798826158046722,0.0,0.0
229.99609375,0.1568048745393753,0.0,0.0
231.99609375,0.1332340985536575,0.0,0.0
233.99609375,0.1514007449150085,0.0,0.0
235.99609375,0.2888901233673095,0.0,0.0
237.99609375,0.2643072009086609,0.0,0.0
239.99609375,0.2333875745534896,0.0,0.0
